date,close,volume
2019-01-02,0.619,495873.0
2019-01-03,0.634,648641.0
2019-01-04,0.646,1112874.45
2019-01-07,0.671,1457369.0
2019-01-08,0.661,960986.19
2019-01-09,0.657,844764.45
2019-01-10,0.653,689724.0
2019-01-11,0.665,1151887.0
2019-01-14,0.658,413595.0
2019-01-15,0.664,552175.0
2019-01-16,0.659,404984.92
2019-01-17,0.651,507462.0
2019-01-18,0.656,620509.0
2019-01-21,0.66,523909.0
2019-01-22,0.65,384231.13
2019-01-23,0.651,223816.13
2019-01-24,0.659,514412.0
2019-01-25,0.655,343595.0
2019-01-28,0.652,381941.0
2019-01-29,0.64,631918.9
2019-01-30,0.641,345409.03
2019-01-31,0.636,336379.0
2019-02-01,0.65,453967.89
2019-02-11,0.663,452154.16
2019-02-12,0.669,517765.0
2019-02-13,0.683,943101.16
2019-02-14,0.684,366737.0
2019-02-15,0.678,742864.0
2019-02-18,0.706,778814.45
2019-02-19,0.716,860018.7
2019-02-20,0.711,932099.86
2019-02-21,0.703,1037100.0
2019-02-22,0.719,1262392.0
2019-02-25,0.765,2533251.16
2019-02-26,0.75,2555265.61
2019-02-27,0.762,2644781.0
2019-02-28,0.759,1469351.01
2019-03-01,0.763,1660972.0
2019-03-04,0.774,2306767.0
2019-03-05,0.791,1549564.0
2019-03-06,0.797,1715301.97
2019-03-07,0.789,1529655.0
2019-03-08,0.767,1608393.19
2019-03-11,0.795,1233830.0
2019-03-12,0.825,2450861.45
2019-03-13,0.805,2808596.46
2019-03-14,0.783,1961989.45
2019-03-15,0.782,1482009.75
2019-03-18,0.797,1020824.27
2019-03-19,0.808,1751448.08
2019-03-20,0.796,1229194.26
2019-03-21,0.801,1041676.7
2019-03-22,0.805,1049941.7
2019-03-25,0.841,4572282.33
2019-03-26,0.8,4087887.33
2019-03-27,0.79,2945358.06
2019-03-28,0.787,1813420.0
2019-03-29,0.819,2376894.47
2019-04-01,0.86,2821434.48
2019-04-02,0.86,3326151.32
2019-04-03,0.867,2793328.05
2019-04-04,0.869,2651319.94
2019-04-08,0.852,2874784.5
2019-04-09,0.849,1076041.0
2019-04-10,0.846,1007086.82
2019-04-11,0.828,1597726.77
2019-04-12,0.826,1043602.0
2019-04-15,0.824,1052873.0
2019-04-16,0.836,1498493.0
2019-04-17,0.837,1151666.5
2019-04-18,0.845,1511820.0
2019-04-19,0.842,1113388.43
2019-04-22,0.833,1423001.0
2019-04-23,0.805,1630559.88
2019-04-24,0.811,796545.83
2019-04-25,0.777,1239026.67
2019-04-26,0.775,777690.0
2019-04-29,0.752,884030.05
2019-04-30,0.759,595508.05
2019-05-06,0.701,1721083.0
2019-05-07,0.709,963951.0
2019-05-08,0.713,1461643.99
2019-05-09,0.715,1465875.49
2019-05-10,0.747,2389176.8
2019-05-13,0.739,1092471.0
2019-05-14,0.733,1241579.0
2019-05-15,0.741,805355.0
2019-05-16,0.751,1388006.0
2019-05-17,0.728,978688.0
2019-05-20,0.742,904991.82
2019-05-21,0.751,885547.0
2019-05-22,0.747,557942.0
2019-05-23,0.738,889735.0
2019-05-24,0.719,948131.0
2019-05-27,0.745,1184837.0
2019-05-28,0.742,933034.8
2019-05-29,0.745,744362.8
2019-05-30,0.739,774883.8
2019-05-31,0.739,743672.0
2019-06-03,0.732,1010916.0
2019-06-04,0.717,1101850.0
2019-06-05,0.713,847417.0
2019-06-06,0.698,1126817.0
2019-06-10,0.704,598735.0
2019-06-11,0.726,1288591.0
2019-06-12,0.717,830081.0
2019-06-13,0.717,729371.0
2019-06-14,0.713,1331073.22
2019-06-17,0.706,1048189.71
2019-06-18,0.7,1075234.71
2019-06-19,0.713,1427530.0
2019-06-20,0.727,1699053.91
2019-06-21,0.74,1669102.0
2019-06-24,0.737,825725.91
2019-06-25,0.733,972562.62
2019-06-26,0.744,993109.39
2019-06-27,0.747,1360955.5
2019-06-28,0.738,873627.0
2019-07-01,0.756,1252137.81
2019-07-02,0.763,1534997.81
2019-07-03,0.772,2000376.26
2019-07-04,0.782,3167218.12
2019-07-05,0.778,892591.0
2019-07-08,0.75,1864139.89
2019-07-09,0.752,723750.8
2019-07-10,0.748,1182798.51
2019-07-11,0.748,778111.0
2019-07-12,0.747,721791.0
2019-07-15,0.765,1700626.7
2019-07-16,0.767,888466.42
2019-07-17,0.767,833040.36
2019-07-18,0.754,819857.0
2019-07-19,0.758,757896.0
2019-07-22,0.741,3316194.28
2019-07-23,0.753,828069.28
2019-07-24,0.764,1331801.0
2019-07-25,0.768,933026.0
2019-07-26,0.778,1095929.82
2019-07-29,0.779,1034664.72
2019-07-30,0.779,714071.0
2019-07-31,0.781,1299741.0
2019-08-01,0.772,1391756.0
2019-08-02,0.757,1928863.05
2019-08-05,0.756,1750734.0
2019-08-06,0.739,2197323.0
2019-08-07,0.726,762920.0
2019-08-08,0.741,1532136.14
2019-08-09,0.727,1279189.0
2019-08-12,0.738,1017607.0
2019-08-13,0.735,1091963.86
2019-08-14,0.744,1211288.86
2019-08-15,0.744,1271953.0
2019-08-16,0.745,1392348.0
2019-08-19,0.767,2132487.96
2019-08-20,0.77,1324980.89
2019-08-21,0.768,1090759.02
2019-08-22,0.78,1754795.96
2019-08-23,0.775,1410225.02
2019-08-26,0.773,1538882.1
2019-08-27,0.789,2028046.01
2019-08-28,0.791,3066814.3
2019-08-29,0.793,2042210.3
2019-08-30,0.809,3590050.15
2019-09-02,0.849,4501056.37
2019-09-03,0.851,5104336.88
2019-09-04,0.845,2965616.99
2019-09-05,0.849,3294536.28
2019-09-06,0.855,2561849.39
2019-09-09,0.863,2415578.5
2019-09-10,0.851,3100854.07
2019-09-11,0.843,2221697.53
2019-09-12,0.846,1601681.17
2019-09-16,0.841,1460969.16
2019-09-17,0.816,2207352.7
2019-09-18,0.811,1321719.12
2019-09-19,0.825,1859149.43
2019-09-20,0.814,1457900.96
2019-09-23,0.813,1418694.13
2019-09-24,0.811,1712376.0
2019-09-25,0.795,1549121.2
2019-09-26,0.766,2410474.83
2019-09-27,0.773,1080327.1
2019-09-30,0.766,1136281.93
2019-10-08,0.756,1160653.56
2019-10-09,0.761,981919.83
2019-10-10,0.769,953659.0
2019-10-11,0.767,1095655.9
2019-10-14,0.776,1300249.4
2019-10-15,0.763,1542123.89
2019-10-16,0.757,675281.58
2019-10-17,0.753,723300.79
2019-10-18,0.74,874446.68
2019-10-21,0.74,1008358.37
2019-10-22,0.748,662143.48
2019-10-23,0.74,502394.0
2019-10-24,0.741,840000.0
2019-10-25,0.745,974659.0
2019-10-28,0.758,1470401.0
2019-10-29,0.749,719489.92
2019-10-30,0.741,548798.0
2019-10-31,0.738,553646.95
2019-11-01,0.743,669865.0
2019-11-04,0.741,660241.1
