date,close,volume
2019-01-02,3.017,3509348.63
2019-01-03,3.017,2681762.41
2019-01-04,3.094,4798477.43
2019-01-07,3.107,4168316.08
2019-01-08,3.107,1970848.42
2019-01-09,3.13,4396881.93
2019-01-10,3.133,2476923.17
2019-01-11,3.156,2513682.41
2019-01-14,3.129,2039120.53
2019-01-15,3.188,3518301.19
2019-01-16,3.129,1877281.0
2019-01-17,3.112,2381766.91
2019-01-18,3.166,3889859.26
2019-01-21,3.183,2851848.99
2019-01-22,3.143,2543107.04
2019-01-23,3.135,2255126.23
2019-01-24,3.159,2543769.76
2019-01-25,3.183,2722859.16
2019-01-28,3.179,2966955.11
2019-01-29,3.193,3587900.06
2019-01-30,3.172,2129268.33
2019-01-31,3.202,3342948.02
2019-02-01,3.255,3512648.83
2019-02-11,3.3,3872537.35
2019-02-12,3.324,3728810.2
2019-02-13,3.393,4278016.46
2019-02-14,3.397,3797560.65
2019-02-15,3.341,4479468.54
2019-02-18,3.438,4711063.63
2019-02-19,3.429,6782305.31
2019-02-20,3.438,6116144.99
2019-02-21,3.434,6352929.22
2019-02-22,3.526,5921217.1
2019-02-25,3.775,11513198.43
2019-02-26,3.69,7820035.78
2019-02-27,3.67,5994358.62
2019-02-28,3.663,4628979.08
2019-03-01,3.738,6527375.27
2019-03-04,3.777,6603305.4
2019-03-05,3.809,4431034.96
2019-03-06,3.835,5804959.17
2019-03-07,3.793,6184209.99
2019-03-08,3.661,5360776.31
2019-03-11,3.71,4523059.71
2019-03-12,3.735,5307450.16
2019-03-13,3.713,4832336.18
2019-03-14,3.686,3621079.24
2019-03-15,3.735,3870055.65
2019-03-18,3.85,5714156.55
2019-03-19,3.822,3970864.76
2019-03-20,3.822,3278933.21
2019-03-21,3.824,3800127.07
2019-03-22,3.829,3023844.37
2019-03-25,3.734,4359508.96
2019-03-26,3.695,3201400.31
2019-03-27,3.727,3507393.41
2019-03-28,3.717,2568844.36
2019-03-29,3.869,6344016.38
2019-04-01,3.969,6910356.84
2019-04-02,3.962,3839400.43
2019-04-03,4.015,5420179.44
2019-04-04,4.062,5213701.08
2019-04-08,4.036,7639483.28
2019-04-09,4.06,3712237.65
2019-04-10,4.066,3859946.27
2019-04-11,3.996,5021041.28
2019-04-12,3.982,2823988.82
2019-04-15,3.957,7225803.18
2019-04-16,4.077,6690852.02
2019-04-17,4.067,4181515.17
2019-04-18,4.06,3569518.47
2019-04-19,4.12,4578385.76
2019-04-22,4.017,5775086.53
2019-04-23,4.01,3532000.67
2019-04-24,4.016,4631226.49
2019-04-25,3.933,3785555.56
2019-04-26,3.879,6288098.44
2019-04-29,3.894,5593755.77
2019-04-30,3.896,3992608.16
2019-05-06,3.673,12145227.45
2019-05-07,3.707,4835996.88
2019-05-08,3.659,4753727.8
