date,close,volume
2019-01-02,1.278,97701.0
2019-01-03,1.243,108580.0
2019-01-04,1.281,121211.0
2019-01-07,1.287,180763.0
2019-01-08,1.291,91253.0
2019-01-09,1.309,290181.0
2019-01-10,1.298,109301.0
2019-01-11,1.298,69880.0
2019-01-14,1.27,41041.0
2019-01-15,1.31,90657.0
2019-01-16,1.33,125368.0
2019-01-17,1.323,75320.0
2019-01-18,1.366,181563.0
2019-01-21,1.365,385448.6
2019-01-22,1.341,109213.03
2019-01-23,1.34,65842.0
2019-01-24,1.35,46402.62
2019-01-25,1.35,59866.01
2019-01-28,1.323,104294.0
2019-01-29,1.334,92552.0
2019-01-30,1.323,49163.0
2019-01-31,1.328,60062.0
2019-02-01,1.378,195188.0
2019-02-11,1.404,128841.0
2019-02-12,1.443,319927.93
2019-02-13,1.464,218378.01
2019-02-14,1.466,155057.92
2019-02-15,1.444,183665.0
2019-02-18,1.5,271514.0
2019-02-19,1.495,275065.94
2019-02-20,1.467,267656.92
2019-02-21,1.455,223568.0
2019-02-22,1.475,253770.01
2019-02-25,1.534,570374.0
2019-02-26,1.543,938599.0
2019-02-27,1.531,388806.0
2019-02-28,1.564,370376.38
2019-03-01,1.577,330372.78
2019-03-04,1.6,597640.01
2019-03-05,1.598,307444.0
2019-03-06,1.603,364611.0
2019-03-07,1.575,316779.0
2019-03-08,1.547,369782.5
2019-03-11,1.6,449572.28
2019-03-12,1.606,327620.0
2019-03-13,1.599,248220.53
2019-03-14,1.588,335802.0
2019-03-15,1.607,212764.0
2019-03-18,1.68,377187.49
2019-03-19,1.656,426874.66
2019-03-20,1.65,186181.42
2019-03-21,1.651,230491.0
2019-03-22,1.67,254645.68
2019-03-25,1.632,223420.68
2019-03-26,1.603,242104.0
2019-03-27,1.657,384738.76
2019-03-28,1.661,415985.79
2019-03-29,1.71,247316.5
2019-04-01,1.75,321124.67
2019-04-02,1.732,339042.0
2019-04-03,1.736,330852.0
2019-04-04,1.736,368065.0
2019-04-08,1.718,583952.8
2019-04-09,1.749,372237.51
2019-04-10,1.779,522507.38
2019-04-11,1.732,474998.0
2019-04-12,1.718,168751.0
2019-04-15,1.697,230490.0
2019-04-16,1.725,241637.0
2019-04-17,1.722,239389.0
2019-04-18,1.711,140887.33
2019-04-19,1.721,176404.0
2019-04-22,1.7,241079.0
2019-04-23,1.699,146125.0
